product_id,name,variant_label,image,cost_price,sell_price,profit,match_status
PROD-0001,6PCS Set Rose Gold Luxury Watch Women Ring,,https://i.ibb.co/Rkv2ctKw/0001-6pcs-set-rose-gold-luxury-watch-women-ring-necklac-jpg.jpg,"₦52,752","₦68,500","₦15,748",matched
PROD-0002,10 Inch Plush Stuffed Teddy Bear with Red Heart,,https://i.ibb.co/Z69LchXc/0002-10-inch-plush-stuffed-teddy-bear-with-red-heart-an-jpg.jpg,"₦66,410","₦84,900","₦18,490",matched
PROD-0003,"10"" Plush Teddy Bear Stuffed Animal Doll Soft",,https://i.ibb.co/PGGLL01x/0003-10-plush-teddy-bear-stuffed-animal-doll-soft-plush-jpg.jpg,"₦34,170","₦44,900","₦10,730",matched
PROD-0004,11oz Magic Color Change Coffee Mug Custom Photo,,https://i.ibb.co/jPTVKqMR/0004-11oz-magic-color-change-coffee-mug-custom-photo-te-png.png,"₦55,944","₦71,500","₦15,556",matched
PROD-0005,"12"" Plush Teddy Bear Stuffed Animals Soft",,https://i.ibb.co/qMYJPy7w/0005-12-plush-teddy-bear-stuffed-animals-soft-plushies-jpg.jpg,"₦37,020","₦50,900","₦13,880",matched
PROD-0006,13pc Birthday Gift Basket,,https://i.ibb.co/dTTN80k/0006-13pc-birthday-gift-basket-for-men-tumbler-toiletry-png.png,"₦97,500","₦120,900","₦23,400",matched
PROD-0007,17″ Soft Brown Plush Teddy Bear,,https://i.ibb.co/chnfvkpw/0007-17-soft-brown-plush-teddy-bear-png.png,"₦37,500","₦50,900","₦13,400",matched
PROD-0008,18-Piece Eternal Soap Rose Bouquet,"Model Name: Red, 18 Flower • Lot Size: 1 Pack",https://i.ibb.co/RTLS2BVW/0008-18-piece-eternal-soap-rose-bouquet-jpg.jpg,"₦64,652","₦82,900","₦18,248",matched_variant
PROD-0008,18-Piece Eternal Soap Rose Bouquet,"Model Name: Red, 18 Flower • Lot Size: 2 Pack",https://i.ibb.co/RTLS2BVW/0008-18-piece-eternal-soap-rose-bouquet-jpg.jpg,"₦102,456","₦129,900","₦27,444",matched_variant
PROD-0009,18-Piece Rose Bouquet – Floral Scented Gift Box,,https://i.ibb.co/mF1DcBTs/0009-18-piece-rose-bouquet-floral-scented-gift-box-jpg.jpg,"₦70,000","₦88,900","₦18,900",matched
PROD-0010,18PCS Multi-Use Soap Flower Bouquet with Gift,Color: Blue,https://i.ibb.co/Ngmkmn4M/0010-18pcs-multi-use-soap-flower-bouquet-with-gift-box-webp.webp,"₦41,907","₦54,900","₦12,993",matched_variant
PROD-0010,18PCS Multi-Use Soap Flower Bouquet with Gift,Color: Pink,https://i.ibb.co/Ngmkmn4M/0010-18pcs-multi-use-soap-flower-bouquet-with-gift-box-webp.webp,"₦41,907","₦54,900","₦12,993",matched_variant
PROD-0010,18PCS Multi-Use Soap Flower Bouquet with Gift,Color: Red,https://i.ibb.co/Ngmkmn4M/0010-18pcs-multi-use-soap-flower-bouquet-with-gift-box-webp.webp,"₦42,914","₦55,500","₦12,586",matched_variant
PROD-0011,18Pcs/set Bouquet Party Decoration Carnation Mix,Color: Blue,https://i.ibb.co/1G52vHpP/0011-18pcsset-bouquet-party-decoration-carnation-mix-up-webp.webp,"₦80,046","₦102,900","₦22,854",matched_variant
PROD-0011,18Pcs/set Bouquet Party Decoration Carnation Mix,Color: Pink,https://i.ibb.co/1G52vHpP/0011-18pcsset-bouquet-party-decoration-carnation-mix-up-webp.webp,"₦80,662","₦102,900","₦22,238",matched_variant
PROD-0011,18Pcs/set Bouquet Party Decoration Carnation Mix,Color: Purple,https://i.ibb.co/1G52vHpP/0011-18pcsset-bouquet-party-decoration-carnation-mix-up-webp.webp,"₦85,314","₦109,900","₦24,586",matched_variant
PROD-0011,18Pcs/set Bouquet Party Decoration Carnation Mix,Color: Red,https://i.ibb.co/1G52vHpP/0011-18pcsset-bouquet-party-decoration-carnation-mix-up-webp.webp,"₦80,007","₦102,900","₦22,893",matched_variant
PROD-0012,1ct D Color Moissanite Men Ring 925 Sterling,,https://i.ibb.co/FbmcH3y8/0012-1ct-d-color-moissanite-men-ring-925-sterling-silve-webp.webp,"₦85,474","₦109,900","₦24,426",matched
PROD-0013,1Pc Handmade 7 Rose Soap Bouquet Little Bear Gift,,https://i.ibb.co/4RhhwRcM/0013-1pc-handmade-7-rose-soap-bouquet-little-bear-gift-webp.webp,"₦60,045","₦78,900","₦18,855",matched
PROD-0014,2 for Buick Lucerne Remote Key Car Key FOB,,https://i.ibb.co/9mLYdhR1/0014-2-for-15912860-ouc60270-buick-lucerne-keyless-entr-jpg.jpg,"₦44,850","₦57,500","₦12,650",matched
PROD-0015,2 for Chevrolet Silverado Remote Key FOB Car Key,,https://i.ibb.co/gQ7vmFB/0015-2-for-15913421-ouc60270-chevrolet-silverado-keyles-jpg.jpg,"₦44,850","₦57,500","₦12,650",matched
PROD-0016,2 FT Tabletop Artificial Small Mini Tree with LED,,https://i.ibb.co/DHhpmsYp/0016-2-ft-tabletop-artificial-small-mini-christmas-tree-jpg.jpg,"₦44,970","₦59,900","₦14,930",matched
PROD-0017,2 Pack! US Army ACU Uniform Top,,https://i.ibb.co/YB8TpTry/0018-2-pack-us-army-acu-uniform-top-digital-camo-ucp-co-jpg.jpg,"₦75,000","₦93,900","₦18,900",matched
PROD-0018,2 Pack! US Army OCP Uniform Top,,https://i.ibb.co/MkG69hNB/0019-2-pack-us-army-ocp-uniform-top-operational-camoufl-jpg.jpg,"₦75,972","₦94,900","₦18,928",matched
PROD-0019,2.0Ct Fasion Real Solid 925 Sterling Silver Ring,,https://i.ibb.co/Q70s9RcW/0020-20ct-fasion-real-solid-925-sterling-silver-ring-fa-webp.webp,"₦46,962","₦62,500","₦15,538",matched
PROD-0020,2021 – 23 Tesla Model S Smart Key Remote FOB,,https://i.ibb.co/KcdhNqTh/0021-2021-23-tesla-model-s-smart-key-remote-fob-fcc-2ae-jpg.jpg,"₦107,976","₦133,900","₦25,924",matched
PROD-0021,2021-2024 Mercedes-Benz 315MHz Matte Smart Remote,,https://i.ibb.co/DgSrY8gK/0022-2021-2024-mercedes-benz-315mhz-matte-smart-remote-png.png,"₦47,460","₦62,900","₦15,440",matched
PROD-0022,Rainbow Jewel Real 925 Sterling Silver Wedding,Ring Size: 10,https://i.ibb.co/93CNmhRR/0023-2022-new-rainbow-jewel-real-925-sterling-silver-we-webp.webp,"₦58,368","₦73,900","₦15,532",matched_variant
PROD-0022,Rainbow Jewel Real 925 Sterling Silver Wedding,Ring Size: 5,https://i.ibb.co/93CNmhRR/0023-2022-new-rainbow-jewel-real-925-sterling-silver-we-webp.webp,"₦58,368","₦73,900","₦15,532",matched_variant
PROD-0022,Rainbow Jewel Real 925 Sterling Silver Wedding,Ring Size: 6,https://i.ibb.co/93CNmhRR/0023-2022-new-rainbow-jewel-real-925-sterling-silver-we-webp.webp,"₦58,368","₦73,900","₦15,532",matched_variant
PROD-0022,Rainbow Jewel Real 925 Sterling Silver Wedding,Ring Size: 7,https://i.ibb.co/93CNmhRR/0023-2022-new-rainbow-jewel-real-925-sterling-silver-we-webp.webp,"₦58,368","₦73,900","₦15,532",matched_variant
PROD-0022,Rainbow Jewel Real 925 Sterling Silver Wedding,Ring Size: 8,https://i.ibb.co/93CNmhRR/0023-2022-new-rainbow-jewel-real-925-sterling-silver-we-webp.webp,"₦58,368","₦73,900","₦15,532",matched_variant
PROD-0022,Rainbow Jewel Real 925 Sterling Silver Wedding,Ring Size: 9,https://i.ibb.co/93CNmhRR/0023-2022-new-rainbow-jewel-real-925-sterling-silver-we-webp.webp,"₦58,368","₦73,900","₦15,532",matched_variant
PROD-0023,2022-2024 Mercedes-Benz 4 Button Smart Key Remote,,https://i.ibb.co/r2NHn7QW/0024-2022-2024-mercedes-benz-4-button-smart-key-remote-png.png,"₦69,860","₦88,500","₦18,640",matched
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Gold Color • Ring Size: 10,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Gold Color • Ring Size: 5,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Gold Color • Ring Size: 6,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Gold Color • Ring Size: 7,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Gold Color • Ring Size: 8,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Gold Color • Ring Size: 9,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Silver Color • Ring Size: 10,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Silver Color • Ring Size: 5,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Silver Color • Ring Size: 6,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Silver Color • Ring Size: 7,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Silver Color • Ring Size: 8,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,Gem Color: Silver Color • Ring Size: 9,https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,"₦37,865","₦50,900","₦13,035",matched_variant
PROD-0025,Watch Business Waterproof Male Clock Luminous,Color: Silver Black,https://i.ibb.co/0Rvpbwvm/0026-2023-new-poedagar-luxury-watch-business-waterproof-webp.webp,"₦84,196","₦109,900","₦25,704",matched_variant
PROD-0025,Watch Business Waterproof Male Clock Luminous,Color: Silver Blue,https://i.ibb.co/0Rvpbwvm/0026-2023-new-poedagar-luxury-watch-business-waterproof-webp.webp,"₦85,698","₦107,900","₦22,202",matched_variant
PROD-0025,Watch Business Waterproof Male Clock Luminous,Color: Silver Green,https://i.ibb.co/0Rvpbwvm/0026-2023-new-poedagar-luxury-watch-business-waterproof-webp.webp,"₦85,623","₦107,900","₦22,277",matched_variant
PROD-0025,Watch Business Waterproof Male Clock Luminous,Color: Silver White,https://i.ibb.co/0Rvpbwvm/0026-2023-new-poedagar-luxury-watch-business-waterproof-webp.webp,"₦85,548","₦107,900","₦22,352",matched_variant
PROD-0026,2025 Unique Holiday Christmas Gift Baskets,,https://i.ibb.co/pv1fyP1w/0027-2025-unique-holiday-christmas-gift-baskets-for-wom-png.png,"₦81,822","₦104,500","₦22,678",matched
PROD-0027,Teddy Bear,,https://i.ibb.co/939xm5t6/0028-2026-teddy-bear-happy-valentines-day-gift-for-girl-jpg.jpg,"₦69,571","₦87,900","₦18,329",matched
PROD-0028,2ft Mini Tree with Light Artificial Small Tabletop,Color: Red,https://i.ibb.co/4g1DnDzq/0029-2ft-mini-christmas-tree-with-light-artificial-smal-jpg.jpg,"₦58,520","₦73,900","₦15,380",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 10 • Metal Color: 18K Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 10 • Metal Color: Rose Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 10 • Metal Color: Silver,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 5 • Metal Color: 18K Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 5 • Metal Color: Rose Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 5 • Metal Color: Silver,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 6 • Metal Color: 18K Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 6 • Metal Color: Rose Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 6 • Metal Color: Silver,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 7 • Metal Color: 18K Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 7 • Metal Color: Rose Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 7 • Metal Color: Silver,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 8 • Metal Color: 18K Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 8 • Metal Color: Rose Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 8 • Metal Color: Silver,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 9 • Metal Color: 18K Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 9 • Metal Color: Rose Gold Plated,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,Ring Size: 9 • Metal Color: Silver,https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,"₦136,729","₦169,900","₦33,171",matched_variant
PROD-0030,"33 PCS Floral Scented Rose Soap Set, Essential Oil",,https://i.ibb.co/BKz2rfqp/0031-33-pcs-floral-scented-rose-soap-set-essential-oil-jpg.jpg,"₦55,944","₦71,500","₦15,556",matched
PROD-0031,3D Pop up Birthday Card with LED Light & Music,,https://i.ibb.co/W4QwxZyD/0032-3d-pop-up-birthday-card-with-led-light-music-happy-jpg.jpg,"₦32,368","₦42,900","₦10,532",matched
PROD-0032,4 Pack Men's Trunks Breathable Underwear Soft,"Underwear Size: L(Waist: 30"" 34"")",https://i.ibb.co/DHtCsrtJ/0033-4-pack-mens-trunks-breathable-underwear-soft-comfo-png.png,"₦35,670","₦47,900","₦12,230",matched_variant
PROD-0032,4 Pack Men's Trunks Breathable Underwear Soft,"Underwear Size: M(Waist: 26"" 30"")",https://i.ibb.co/DHtCsrtJ/0033-4-pack-mens-trunks-breathable-underwear-soft-comfo-png.png,"₦35,670","₦47,900","₦12,230",matched_variant
PROD-0032,4 Pack Men's Trunks Breathable Underwear Soft,"Underwear Size: Xl(Waist: 34"" 37"")",https://i.ibb.co/DHtCsrtJ/0033-4-pack-mens-trunks-breathable-underwear-soft-comfo-png.png,"₦35,670","₦47,900","₦12,230",matched_variant
PROD-0033,4 PCS Men's Underwear Soft Boxer Briefs,Underwear Size: L (Waist: 30 34Inch),https://i.ibb.co/gFdwxYh2/0034-4-pcs-mens-underwear-soft-boxer-briefs-breathable-jpg.jpg,"₦35,970","₦48,900","₦12,930",matched_variant
PROD-0033,4 PCS Men's Underwear Soft Boxer Briefs,Underwear Size: M (Waist: 26 30Inch),https://i.ibb.co/gFdwxYh2/0034-4-pcs-mens-underwear-soft-boxer-briefs-breathable-jpg.jpg,"₦35,970","₦48,900","₦12,930",matched_variant
PROD-0033,4 PCS Men's Underwear Soft Boxer Briefs,Underwear Size: Xl (Waist: 34 37Inch),https://i.ibb.co/gFdwxYh2/0034-4-pcs-mens-underwear-soft-boxer-briefs-breathable-jpg.jpg,"₦35,970","₦48,900","₦12,930",matched_variant
PROD-0034,4 X Santa Hat Santa Hat Adults Deluxe Plush New,,https://i.ibb.co/MyWNkBLv/0035-4-x-santa-hat-xmas-hat-father-christmas-hat-adults-jpg.jpg,"₦49,000","₦64,900","₦15,900",matched
PROD-0035,4-12 Pack Men's White Boxer Shorts W/ Comfortable,,https://i.ibb.co/d3Sf4h3/0036-4-12-pack-mens-white-boxer-shorts-w-comfortable-fl-png.png,"₦103,974","₦130,900","₦26,926",matched
PROD-0036,4/5/6/7ft Artificial Tree with LED Lights Stand,,https://i.ibb.co/qMB8JX1K/0037-4567ft-artificial-christmas-tree-with-led-lights-s-jpg.jpg,"₦204,402","₦244,900","₦40,498",matched
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: Black,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦64,260","₦82,900","₦18,640",matched_variant
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: Blue,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦64,260","₦82,900","₦18,640",matched_variant
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: Gold,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦64,260","₦82,900","₦18,640",matched_variant
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: Green,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦64,260","₦82,900","₦18,640",matched_variant
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: Pink,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦64,260","₦82,900","₦18,640",matched_variant
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: Red,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦64,260","₦82,900","₦18,640",matched_variant
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: Silver,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦64,260","₦82,900","₦18,640",matched_variant
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,Color: White,https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,"₦61,964","₦80,900","₦18,936",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: Black,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦65,492","₦83,900","₦18,408",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: Blue,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦65,492","₦83,900","₦18,408",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: Gold,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦65,492","₦83,900","₦18,408",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: Green,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦65,492","₦83,900","₦18,408",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: Pink,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦65,492","₦83,900","₦18,408",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: Red,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦65,492","₦83,900","₦18,408",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: Silver,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦65,492","₦83,900","₦18,408",matched_variant
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,Color: White,https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,"₦55,412","₦71,000","₦15,588",matched_variant
PROD-0039,4ft Lighted White Artificial Tree Small Mini Tree,,https://i.ibb.co/nqLS7xvR/0040-4ft-lighted-white-artificial-christmas-tree-small-jpg.jpg,"₦61,292","₦80,900","₦19,608",matched
PROD-0040,5-Piece Women's Luxury Quartz Watch and Jewelry,,https://i.ibb.co/xShrbmMx/0041-5-piece-womens-luxury-quartz-watch-and-jewelry-set-jpg.jpg,"₦88,920","₦111,500","₦22,580",matched
PROD-0041,5.5/6/7/8 FT Artificial Pvc Tree W/Stand Holiday,Size: 5.5 Ft,https://i.ibb.co/Pn0VbcF/0042-55678-ft-artificial-pvc-christmas-tree-wstand-holi-jpg.jpg,"₦55,972","₦71,500","₦15,528",matched_variant
PROD-0041,5.5/6/7/8 FT Artificial Pvc Tree W/Stand Holiday,Size: 6 Ft,https://i.ibb.co/Pn0VbcF/0042-55678-ft-artificial-pvc-christmas-tree-wstand-holi-jpg.jpg,"₦103,176","₦128,900","₦25,724",matched_variant
PROD-0041,5.5/6/7/8 FT Artificial Pvc Tree W/Stand Holiday,Size: 7 Ft,https://i.ibb.co/Pn0VbcF/0042-55678-ft-artificial-pvc-christmas-tree-wstand-holi-jpg.jpg,"₦83,174","₦106,000","₦22,826",matched_variant
PROD-0041,5.5/6/7/8 FT Artificial Pvc Tree W/Stand Holiday,Size: 8 Ft,https://i.ibb.co/Pn0VbcF/0042-55678-ft-artificial-pvc-christmas-tree-wstand-holi-jpg.jpg,"₦93,574","₦119,900","₦26,326",matched_variant
PROD-0042,5.5ft Artificial Pvc Tree w/Stand Holiday Season,,https://i.ibb.co/Vyb0hyZ/0043-55ft-artificial-pvc-christmas-tree-wstand-holiday-jpg.jpg,"₦53,452","₦68,900","₦15,448",matched
PROD-0043,5/6/7ft Pink Tree W/ Tips & Folding Stand Indoor,Height: 5Ft,https://i.ibb.co/FqW0WTpb/0044-567ft-pink-christmas-tree-w-tips-folding-stand-ind-jpg.jpg,"₦116,784","₦142,500","₦25,716",matched_variant
PROD-0043,5/6/7ft Pink Tree W/ Tips & Folding Stand Indoor,Height: 6Ft,https://i.ibb.co/FqW0WTpb/0044-567ft-pink-christmas-tree-w-tips-folding-stand-ind-jpg.jpg,"₦158,376","₦193,900","₦35,524",matched_variant
PROD-0043,5/6/7ft Pink Tree W/ Tips & Folding Stand Indoor,Height: 7Ft,https://i.ibb.co/FqW0WTpb/0044-567ft-pink-christmas-tree-w-tips-folding-stand-ind-jpg.jpg,"₦191,356","₦229,900","₦38,544",matched_variant
PROD-0044,5Ft Artificial Pvc Tree W/Stand Holiday Season,,https://i.ibb.co/DDWj0b1w/0045-5ft-artificial-pvc-christmas-tree-wstand-holiday-s-jpg.jpg,"₦61,572","₦80,900","₦19,328",matched
PROD-0045,6 Pack Men's Boxer Briefs Stretch Cotton,Bottoms Size Mens: 2Xl • Qty: 2 Pack,https://i.ibb.co/214ZvVLP/0046-6-pack-mens-boxer-briefs-stretch-cotton-underwear-jpg.jpg,"₦41,850","₦54,500","₦12,650",matched_variant
PROD-0045,6 Pack Men's Boxer Briefs Stretch Cotton,Bottoms Size Mens: 2Xl • Qty: 4 Pack,https://i.ibb.co/214ZvVLP/0046-6-pack-mens-boxer-briefs-stretch-cotton-underwear-jpg.jpg,"₦65,380","₦83,900","₦18,520",matched_variant
PROD-0045,6 Pack Men's Boxer Briefs Stretch Cotton,Bottoms Size Mens: 2Xl • Qty: 6 Pack,https://i.ibb.co/214ZvVLP/0046-6-pack-mens-boxer-briefs-stretch-cotton-underwear-jpg.jpg,"₦84,110","₦109,900","₦25,790",matched_variant
PROD-0045,6 Pack Men's Boxer Briefs Stretch Cotton,Bottoms Size Mens: 3Xl • Qty: 2 Pack,https://i.ibb.co/214ZvVLP/0046-6-pack-mens-boxer-briefs-stretch-cotton-underwear-jpg.jpg,"₦44,850","₦57,500","₦12,650",matched_variant
